VOICE	en-US	en-GB	de-DE	de-CH	ru-RU	es-MX	es-ES	pt-BR	fr-FR	it-IT	zh-CN	ja-JP	ar-SA	Transcript-zh-CN
countries	Cambodia		Kambodscha		Камбоджа (Кампучия)	Camboya		Camboja	le Cambodge	la Cambogia	柬埔寨	カンボジア	كمبوديا	jiǎnpǔzhài
countries	China		China		Китай	China		China	la Chine	la Cina	中国	中国	الصين	zhōngguó
countries	Georgia		Georgien		Грузия	Georgia		Geórgia	la Géorgie	la Georgia	格鲁吉亚	ジョージア	جورجيا	gélǔjíyà
countries	India		Indien		Индия	India		Índia	l'Inde	l'India	印度	インド	الهند	yìndù
countries	Indonesia		Indonesien		Индонезия	Indonesia		Indonésia	l'Indonésie	l'Indonesia	印尼	インドネシア	أندونيسيا	yìnní
countries	Iran		der Iran		Иран	Irán		Irã	l'Iran	l'Iran	伊朗	イラン	إيران	yīlǎng
countries	Iraq		der Irak		Ирак	Irak		Iraque	l'Irak	l'Iraq	伊拉克	イラク	العراق	yīlākè
countries	Israel		Israel		Израиль	Israel		Israel	l'Israël	Israele	以色列	イスラエル	إسرائيل	yǐsèliè
countries	Japan		Japan		Япония	Japón		Japão	le Japon	il Giappone	日本	日本	اليابان	rìběn
countries	Kazakhstan		Kasachstan		Казахстан	Kazajistán		Cazaquistão	le Kazakhstan	il Kazakhstan	哈萨克斯坦	カザフスタン	كازاخستان	hāsàkè sītǎn
countries	Kuwait		Kuwait		Кувейт	Kuwait		Kuwait	le Koweït	il Kuwait	科威特	クウェート	الكويت	kēwēitè
countries	Kyrgyzstan		Kirgisistan		Киргизия	Kirguistán		Quirguistão	la Kirghizie	il Kirghizistan	吉尔吉斯斯坦	キルギスタン	قيرغيزستان	jí'ěrjísī sītǎn
countries	Laos		Laos		Лаос	Laos		Laos	le Laos	il Laos	老挝	ラオス	اللاوس	lǎowō
countries	Lebanon		der Libanon		Ливан	Líbano		Líbano	le Liban	il Libano	黎巴嫩	レバノン	لبنان	líbānèn
countries	Malaysia		Malaysia		Малайзия	Malasia		Malásia	la Malaisie	la Malesia	马来西亚	マレーシア	ماليزيا	mǎláixīyà
countries	Maldives		Malediven		Мальдивы	Maldivas		Maldivas	les Maldives	le Maldive	马尔代夫	モルディブ	جزر المالديف	mǎ'ěrdàifū
countries	Mongolia		die Mongolei		Монголия	Mongolia		Mongólia	la Mongolie	la Mongolia	蒙古国	モンゴル	منغوليا	ménggǔ guó
countries	Nepal		Nepal		Непал	Nepal		Nepal	le Népal	Il Nepal	尼泊尔	ネパール	نيبال	níbó'ěr
countries	North Korea		Nordkorea		Северная Корея	Corea del Norte		Coreia do Norte	la Corée du Nord	la Corea del Nord	北韩, 北朝鲜	北朝鮮	كوريا الشمالية	běihán, běi cháoxiǎn
countries	Pakistan		Pakistan		Пакистан	Pakistán		Paquistão	le Pakistan	il Pakistan	巴基斯坦	パキスタン	باكستان	bājīsītǎn
countries	Philippines		die Philippinen		Филиппины	Filipinas		Filipinas	les Philippines	le Filippine	菲律賓	フィリピン	الفلبين	fēilǜbīn
countries	Qatar		Katar		Катар	Catar		Catar	le Qatar	il Qatar	卡塔尔	カタール	دولة قطر	kǎtǎ'ěr
countries	Saudi Arabia		Saudi-Arabien		Саудовская Аравия	Arabia Saudita		Arábia Saudita	l'Arabie saoudite	l'Arabia Saudita	沙烏地阿拉伯	サウジアラビア	المملكة العربية السعودية	shā wū dì ālābó
countries	Singapore		Singapur		Сингапур	Singapur		Cingapura	Singapour	Singapore	新加坡	シンガポール	سنغافورة	xīnjiāpō
countries	South Korea		Südkorea		Южная Корея	Corea del Sur		Coreia do Sul	la Corée du Sud	la Corea del Sud	韩国	韓国	كوريا الجنوبية	hánguó
countries	Sri Lanka		Sri Lanka		Шри Ланка	Sri Lanka		Sri Lanka	le Sri Lanka	lo Sri Lanka	斯里兰卡	スリランカ	سيريلانكا	sīlǐlánkǎ
countries	Syria		Syrien		Сирия	Siria		Síria	la Syrie	la Siria	叙利亚	シリア	سوريا	xùlìyǎ
countries	Taiwan		Taiwan		Тайвань	Taiwán		Taiwan	Taïwan	Taiwan	台湾	台湾	تايوان	táiwān
countries	Tajikistan		Tadschikistan		Таджикистан	Tayikistán		Tajiquistão	le Tadjikistan	il Tagikistan	塔吉克斯坦	タジキスタン	طاجيكستان	tǎjíkè sītǎn
countries	Thailand		Thailand		Таиланд	Tailandia		Tailândia	la Thaïlande	la Tailandia	泰國	タイ	تايلاند	tàiguó
countries	Turkey		die Türkei		Турция	Turquía		Turquia	la Turquie	la Turchia	土耳其	ターキー	تركيا	tǔ'ěrqí
countries	Turkmenistan		Turkmenistan		Туркмения	Turkmenistán		Turcomenistão	le Turkménistan	il Turkmenistan	土库曼	トルクメニスタン	تركمانستان	tǔkùmàn
countries	United Arab Emirates		Vereinigte Arabische Emirate		Объединённые Арабские Эмираты, ОАЭ	Emiratos Árabes Unidos		Emirados Árabes Unidos	les Émirats arabes unis	gli Emirati Arabi	阿联酋	アラブ首長国連邦	الإمارات العربية المتحدة	āliánqiú
countries	Uzbekistan		Usbekistan		Узбекистан	Uzbekistán		Uzbequistão	l'Ouzbékistan	l'Uzbekistan	乌兹别克斯坦	ウズベキスタン	أوزبكستان	wūzībiékè sī tǎn
countries	Vietnam		Vietnam		Вьетнам	Vietnam		Vietnã	le Viêt Nam	il Vietnam	越南	ベトナム	فيتنام	yuènán
countries	Yemen		der Jemen		Йемен	Yemen		Iémen	le Yémen	il Yemen	也门	イエメン	جمهورية اليمن	yěmén
countries	Africa		Afrika		Африка	África		África	l'Afrique	l'Africa	非洲	アフリカ	أفريقيا	fēizhōu
countries	Algeria		Algerien		Алжир	Argelia		Argélia	l'Algérie	l'Algeria	阿尔及利亚	アルジェリア	الجزائر	ā'ěrjílìyǎ
countries	Angola		Angola		Ангола	Angola		Angola	l'Angola	l'Angola	安哥拉	アンゴラ	أنغولا	āngēlā
countries	Botswana		Botswana		Ботсвана	Botsuana		Botswana	le Botswana	il Botswana	博茨瓦纳	ボツワナ	بوتسوانا	bócíwǎnà
countries	Cameroon		Kamerun		Камерун	Camerún		Camarões	le Cameroun	il Cameroon	喀麦隆	カメルーン	الكاميرون	kāmàilóng
countries	Central African Republic		die Zentralafrikanische Republik		Центрально-Африканская Республика	República Centroafricana		República Centro-Africana	la République centrafricaine	la Repubblica Centroafricana	中非共和国	中央アフリカ共和国	جمهورية افريقيا الوسطى	zhōng fēi gònghéguó
countries	Congo		der Kongo		Конго	Congo		Congo	le Congo	il Congo	剛果共和國	コンゴ	الكونغو	gāngguǒ gònghéguó
countries	Egypt		Ägypten		Египет	Egipto		Egito	l'Égypte	l'Egitto	埃及	エジプト	مصر	āijí
countries	Eritrea		Eritrea		Эритрея	Eritrea		Eritreia	l'Érythrée	l'Eritrea	厄立特里亚	エリトリア	إريتريا	èlìtèlǐyǎ
countries	Ethiopia		Äthiopien		Эфиопия	Etiopía		Etiópia	l'Ethiopie	l'Etiopia	衣索比亞	エチオピア	أثيوبيا	yī suǒ bǐ yǎ
countries	Gabon		Gabun		Габон	Gabón		Gabão	le Gabon	il Gabon	加蓬	ガボン	الغابون	jiāpéng
countries	Ghana		Ghana		Гана	Ghana		Gana	le Ghana	il Ghana	加纳	ガーナ	غانا	jiānà
countries	Ivory Coast		die Elfenbeinküste		Кот-д’Ивуар	Costa de Marfil		Costa do Marfim	la Côte d'Ivoire	la Costa d'Avorio	科特迪瓦	コー​​トジボワール	ساحل العاج	kētèdíwǎ
countries	Kenya		Kenia		Кения	Kenia		Quênia	le Kenya	il Kenia	肯亞	ケニア	كينيا	kěn yǎ
countries	Libya		Libyen		Ливия	Libia		Líbia	la Libye	la Libia	利比亞	リビア	ليبيا	lìbǐyǎ
countries	Madagascar		Madagaskar		Мадагаскар	Madagascar		Madagáscar	Madagascar	il Madagascar	马达加斯加	マダガスカル	مدغشقر	mǎdájiāsījiā
countries	Malawi		Malawi		Малави	Malaui		Malawi	le Malawi	il Malawi	马拉维	マラウィ	ملاوي	mǎ lā wéi
countries	Mauritania		Mauretanien		Мавритания	Mauritania		Mauritânia	la Mauritanie	la Mauritania	毛里塔尼亚	モーリタニア	موريتانيا	máolǐtǎníyǎ
countries	Mauritius		Mauritius		Маврикий	Mauricio		Maurício	Maurice	Mauritius	毛里求斯	モーリシャス	موريشيوس	máolǐqiúsī
countries	Morocco		Marokko		Марокко	Marruecos		Marrocos	le Maroc	il Marocco	摩洛哥	モロッコ	المغرب	móluògē
countries	Mozambique		Mosambik		Мозамбик	Mozambique		Moçambique	la Mozambique	il Mozambico	莫桑比克	モザンビーク	موزمبيق	mòsāngbǐkè
countries	Namibia		Namibia		Намибия	Namibia		Namíbia	la Namibie	la Namibia	纳米比亚	ナミビア	ناميبيا	nàmǐbǐyǎ
countries	Nigeria		Nigeria		Нигерия	Nigeria		Nigéria	le Nigeria	la Nigeria	奈及利亞	ナイジェリア	نيجيريا	nàijílìyǎ
countries	Rwanda		Ruanda		Руанда	Ruanda		Ruanda	le Rwanda	il Ruanda	卢旺达	ルワンダ	رواندا	lúwàngdá
countries	Senegal		der Senegal		Сенегал	Senegal		Senegal	le Sénégal	il Senegal	塞内加尔	セネガル	السنغال	sàinèijiā'ěr
countries	Seychelles		Seychellen		Сейшельские Острова	Seychelles		Seychelles	les Seychelles	le Seychelles	塞舌尔	セイシェル	سيشيل	sāi shé ěr
countries	South Africa		Südafrika		ЮАР, Южная Африка	Sudáfrica		África do Sul	l'Afrique du Sud	il Sud Africa	南非	南アフリカ	جنوب أفريقيا	nánfēi
countries	Swaziland		Swasiland		Свазиленд	Suazilandia		Suazilândia	le Swaziland	lo Swaziland	史瓦济兰	スワジランド	سوازيلاند	shǐ wǎ jì lán
countries	Tanzania		Tansania		Танзания	Tanzania		Tanzânia	la Tanzanie	la Tanzania	坦桑尼亚	タンザニア	تنزانيا	tǎnsāngníyǎ
countries	Tunisia		Tunesien		Тунис	Túnez		Tunísia	la Tunisie	la Tunisia	突尼西亞	チュニジア	تونس	tú ní xī yà
countries	Uganda		Uganda		Уганда	Uganda		Uganda	l'Ouganda	l'Uganda	乌干达	ウガンダ	أوغندا	wūgāndá
countries	Zambia		Sambia		Замбия	Zambia		Zâmbia	la Zambie	lo Zambia	尚比亞	ザンビア	زامبيا	shàng bǐ yǎ
countries	Zimbabwe		Simbabwe		Зимбабве	Zimbabue		Zimbábue	le Zimbabwe	lo Zimbabwe	辛巴威	ジンバブエ	زيمبابوي	xīn bā wēi
countries	North America		Nordamerika		Северная Америка	América del Norte		América do Norte	l'Amérique du Nord	il Nord America	北美	北米	امريكا الشمالية	běiměi
countries	Canada		Kanada		Канада	Canadá		Canadá	le Canada	il Canada	加拿大	カナダ	كندا	jiānádà
countries	Mexico		Mexiko		Мексика	México		México	le Mexique	il Messico	墨西哥	メキシコ	المكسيك	mòxīgē
countries	United States, USA		Vereinigte Staaten, die USA		Соединённые Штаты Америки, США	Estados Unidos, EE. UU.		Estados Unidos, EUA	les États-Unis, USA	gli Stati Uniti, gli USA	美國	米国	الولايات المتحدة الأمريكية، الولايات المتحدة الأمريكية	měiguó
countries	Central America		Mittelamerika		Центральная Америка	Centroamérica		América Central	l'Amérique Centrale	l'America Centrale	中美洲	中央アメリカ	أمريكا الوسطى	zhōng měizhōu
countries	Cayman Islands		die Cayman Islands, Kaimaninseln		Каймановы Острова	Islas Caimán		Ilhas Cayman	les îles Caïmans	le Isole Cayman	开曼群岛	ケイマン諸島	جزر كايمان	kāi màn qúndǎo
countries	Costa Rica		Costa Rica		Коста-Рика	Costa Rica		Costa Rica	le Costa Rica	la Costa Rica	哥斯达黎加	コスタリカ	كوستا ريكا	gēsīdálíjiā
countries	Cuba		Kuba		Куба	Cuba		Cuba	Cuba	Cuba	古巴	キューバ	كوبا	gǔbā
countries	Dominica		Dominica		Доминика	Dominica		Dominica	la Dominique	la Dominica	多米尼克	ドミニカ	دومينيكا	duōmǐ níkè
countries	Dominican Republic		Dominikanische Republik		Доминиканская Республика	República Dominicana		República Dominicana	la République Dominicaine	la Repubblica Dominicana	多明尼加共和国	ドミニカ共和国	جمهورية الدومنيكان	duō míng ní jiā gònghéguó
countries	El Salvador		El Salvador		Сальвадор	El Salvador		El Salvador	le Salvador	El Salvador	薩爾瓦多	エルサルバドル	السلفادور	sà'ěrwǎduō
countries	Guatemala		Guatemala		Гватемала	Guatemala		Guatemala	le Guatemala	il Guatemala	危地马拉	グアテマラ	غواتيمالا	wēidìmǎlā
countries	Honduras		Honduras		Гондурас	Honduras		Honduras	l'Honduras	l'Honduras	宏都拉斯	ホンジュラス	هندوراس	hóng dū lā sī
countries	Jamaica		Jamaika		Ямайка	Jamaica		Jamaica	la Jamaïque	La Giamaica	牙买加	ジャマイカ	جامايكا	yámǎijiā
countries	Nicaragua		Nicaragua		Никарагуа	Nicaragua		Nicarágua	le Nicaragua	il Nicaragua	尼加拉瓜	ニカラグア	نيكاراغوا	níjiālāguā
countries	Panama		Panama		Панама	Panamá		Panamá	le Panama	Panama	巴拿马	パナマ	بناما	bānámǎ
countries	The Bahamas		Bahamas		Багамы	Bahamas		As Bahamas	les Bahamas	le Bahamas	巴哈马	バハマ	جزر البهاما	bāhāmǎ
countries	South America		Südamerika		Южная Америка	América del Sur		América do Sul	l'Amérique du Sud	il Sud America	南美洲	南アメリカ	امريكا الجنوبية	nán měizhōu
countries	Argentina		Argentinien		Аргентина	Argentina		Argentina	l'Argentine	l'Argentina	阿根廷	アルゼンチン	الأرجنتين	āgēntíng
countries	Bolivia		Bolivien		Боливия	Bolivia		Bolívia	la Bolivie	il Bolivia	玻利维亚	ボリビア	بوليفيا	bōlìwéiyǎ
countries	Brazil		Brasilien		Бразилия	Brasil		Brasil	le Brésil	il Brasile	巴西	ブラジル	البرازيل	bāxī
countries	Chile		Chile		Чили	Chile		Chile	le Chili	il Cile	智利	チリ	تشيلي	zhìlì
countries	Colombia		Kolumbien		Колумбия	Colombia		Colômbia	la Colombie	la Colombia	哥伦比亚	コロンビア	كولومبيا	gēlúnbǐyǎ
countries	Ecuador		Ecuador		Эквадор	Ecuador		Equador	l'Équateur	L'Equador	厄瓜多尔	エクアドル	الإكوادور	èguāduō'ěr
countries	Paraguay		Paraguay		Парагвай	Paraguay		Paraguai	le Paraguay	il Paraguay	巴拉圭	パラグアイ	باراغواي	bālāguī
countries	Peru		Peru		Перу	Perú		Peru	le Pérou	il Perù	秘鲁	ペルー	بيرو	bìlǔ
countries	Trinidad and Tobago		Trinidad und Tobago		Тринидад и Тобаго	Trinidad y Tobago		Trinidad e Tobago	la Trinité-et-Tobago	Trinidad e Tobago	特立尼达和多巴哥	トリニダード・トバゴ	ترينداد وتوباغو	tè lì ní dá hé duō bā gē
countries	Uruguay		Uruguay		Уругвай	Uruguay		Uruguai	l'Uruguay	l'Uruguay	乌拉圭	ウルグアイ	أوروغواي	wūlāguī
countries	Venezuela		Venezuela		Венесуэла	Venezuela		Venezuela	le Venezuela	il Venezuela	委內瑞拉	ベネズエラ	فنزويلا	wěinèiruìlā
countries	Australia and Oceania		Australien und Ozeanien		Австралия и Океания	Australia y Oceanía		Austrália e Oceania	l'Océanie	L'Australia e l'Oceania	澳大利亚和大洋洲	オーストラリアとオセアニア	أستراليا وأوقيانوسيا	àodàlìyǎ hé dàyángzhōu
countries	Australia		Australien		Австралия	Australia		Austrália	l'Australie	l'Australia	澳大利亚	オーストラリア	أستراليا	àodàlìyǎ
countries	Fiji		Fidschi		Фиджи	Fiyi		Fiji	les Fidji	le Fiji	斐济	フィジー	فيجي	fěijì
countries	French Polynesia		Französisch-Polynesie		Французская Полинезия	Polinesia Francesa		Polinésia Francesa	la Polynésie Française	la Polinesia Francese	法属波利尼西亚	フランス領ポリネシア	بولينيزيا الفرنسية	fà zhǔ bōlìníxīyà
countries	New Zealand		Neuseeland		Новая Зеландия	Nueva Zelanda		Nova Zelândia	la Nouvelle-Zélande	la Nuova Zelanda	新西兰	ニュージーランド	نيوزيلندا	xīnxīlán
countries	Papua New Guinea		Papua-Neuguinea		Папуа — Новая Гвинея	Papúa Nueva Guinea		Papua Nova Guiné	la Papouasie-Nouvelle-Guinée	la Papua Nuova Guinea	巴布亚新几内亚	パプアニューギニア	بابوا غينيا الجديدة	bābùyǎ xīn jǐnèiyǎ
countries	Tonga		Tonga		Тонга	Tonga		Tonga	les Tonga	Tonga	東加	トンガ	تونغا	dōng jiā
countries	Antarctica		Antarktika		Антарктика	Antártida		Antártica	l'Antarctique	l'Antartide	南极洲	南極大陸	القارة القطبية الجنوبية	nánjízhōu
environment	universe		das Universum		вселенная	el universo		o universo	l'univers	l'universo	宇宙	宇宙	الكون	yǔzhòu
environment	Galaxy		die Galaxie		Галактика	la galaxia		a galáxia	la galaxie	la galassia	星系	星雲	المجرة	xīngxì
environment	black hole		das schwarze Loch		чёрная дыра	el agujero negro		o buraco negro	le trou noir	il buco nero	黑洞	ブラックホール	الثقب الأسود	hēidòng
environment	constellation		das Sternbild		созвездие	la constelación		a constelação	la constellation	la costellazione	星座	星座	كوكبة	xīngzuò
environment	star		der Stern		звезда	la estrella		a estrela	l'étoile	la stella	星	星	نجمة	xīng
environment	the Sun		die Sonne	Sunne	солнце	el sol		o sol	le soleil	il sole	太阳	太陽	الشمس	tàiyáng
environment	planet		der Planet		планета	el planeta		o planeta	la planète	il pianeta	行星	惑星	كوكب	xíngxīng
environment	comet		der Komet		комета	el cometa		o cometa	la comète	la cometa	彗星	彗星	المذنب	huìxīng
environment	Mercury		der Merkur		Меркурий	el Mercurio		o mercúrio	Mercure	il pianeta Mercurio	水星	水星	عطارد	shuǐxīng
environment	Venus		die Venus		Венера	la Venus		Vênus	Vénus	Venere	金星	金星	كوكب الزهرة	jīnxīng
environment	Earth		die Erde		Земля	la Tierra		a terra	la Terre	la Terra	地球	地球	أرض	dìqiú
environment	the Moon		der Mond		луна, месяц	la luna		a lua	la lune	la luna	月亮	月	القمر	yuèliàng
environment	Mars		der Mars		Марс	el Marte		Marte	Mars	il pianeta Marte	火星	火星	المريخ	huǒxīng
environment	Jupiter		der Jupiter		Юпитер	el Júpiter		Júpiter	Jupiter	Giove	木星	木星	كوكب المشتري	mùxīng
environment	Saturn		der Saturn		Сатурн	el Saturno		Saturno	Saturne	Saturno	土星	土星	زحل	tǔxīng
environment	Uranus		der Uranus		Уран	el Urano		Urano	Uranus	Urano	天王星	天王星	أورانوس	tiānwángxīng
environment	Neptune		der Neptun		Нептун	el Neptuno		Netuno	Neptune	Nettuno	海王星	海王星	نبتون	hǎi wáng xīng
environment	Pluto		der Pluto		Плутон	el Plutón		Plutão	Pluton	Plutone	冥王星	冥王星	بلوتو	míngwángxīng
environment	solar eclipse		die Sonnenfinsternis		солнечное затмение	el eclipse solar		o eclipse solar	la éclipse solaire	l'ecclissi solare	日食	日食	كسوف الشمس	rì shí
environment	world		die Welt 		мир	el mundo 		o mundo	le monde	il mondo	世界	世界	العالم	shìjiè
environment	peace		der Frieden		мир, спокойствие	la paz		a paz	la paix	la pace	和平	平和	السلام	hépíng
environment	sky		der Himmel		небо	el cielo		o céu	le ciel	il cielo	天空	空	سماء	tiānkōng
environment	cloud		die Wolke	Wulche	облако	la nube		a nuvem	le nuage	la nube	云	雲	سحابة	yún
environment	shadow		der Schatten		тень	la sombra		a sombra	l'ombre	l'ombra	影子	影	ظل	yǐngzi
environment	north		der Norden		север	el norte		o norte	le nord	il nord	北	北	شمال	běi
environment	south		der Süden		юг	el sur		o sul	le sud	il sud	南	南	جنوب	nán
environment	west		der Westen		запад	el oeste		o oeste	l'ouest	l'ovest	西	西	غرب	xī
environment	east		der Osten		восток	el este		o leste	l'est	l'est	东部	東	الشرق	dōngbù
environment	mountain		der Berg		гора	la montaña		a montanha	la montagne	la montagna	山	山	جبل	shān
environment	ocean		der Ozean		океан	el océano		o oceano	l'océan	l'oceano	海洋	海洋	محيط	hǎiyáng
environment	sea		das Meer		море	el mar		o mar	la mer	il mare	海	海	بحر	hǎi
environment	wave		die Welle		волна	la ola, la onda		a onda	la vague	l'ondata	波浪	波	موجة	bōlàng
environment	lake		der See		озеро	el lago		o lago	le lac	il lago	湖	湖	بحيرة	hú
environment	river		der Fluss		река	el río		o rio	la rivière	il fiume	江	川	نهر	jiāng
environment	waterfall		der Wasserfall		водопад	la cascada		a cachoeira	la cascade	la cascata	瀑布	滝	شلال	pùbù
environment	rockfall		der Steinschlag		камнепад	el desprendimiento de rocas		o demoronamento de pedras	la chute de pierres	la frana	落石	落石	الانهيار الصخري	luòshí
environment	forest		der Wald		лес	el bosque		a floresta	la forêt	la foresta	林	森林	غابة	lín
environment	tree		der Baum		дерево	el árbol		a árvore	l'arbre	l'arbero	树	木	شجرة	shù
environment	root		die Wurzel	Wurzle	корень	la raíz		a raiz	la racine	la radice	根	根	جذر	gēn
environment	branch		der Ast		ветка, сук	la rama		o galho	la branche	il ramo	枝	枝	فرع	zhī
environment	bark		die Rinde		кора	la corteza		o latido	l'écorce	la corteccia	吠	樹皮	لحاء	fèi
environment	leaf		das Blatt		лист, листок	la hoja		a folha	la feuille	la foglia	树叶	葉	ورقة الشجر	shùyè
environment	stump		der Baumstumpf		пень	el tocón		o toco	la souche	il ceppo	树墩	切り株	قرمة	shùdūn
environment	wood		das Holz		древесина, дерево	la madera		a madeira	le bois	il legno	木	木材	خشب	mù
environment	log		der Holzstamm		бревно	el leño, el tronco		o tronco, o galho	le rondin	il fusto, il tronco	木头	丸太	جذع الشجرة	mùtou
environment	trunk		der Baumstamm		ствол	el tronco		o tronco	le tronc	il tronco	树干	幹	جذع	shùgàn
environment	coconut palm		die Kokospalme		кокос, кокосовая пальма	el coco, el  cocotero		o coqueiro	le cocotier	il cocco	椰子树	やしの木	جوز الهند	yē zǐ shù
environment	bush		der Busch		куст	el arbusto		o arbusto	l'arbuste, le buisson	il cespuglio, l'arbusto	灌木	茂み、低木	اجمة	guànmù
environment	grass		der Gras	Gras	трава	la hierba		a grama	l'herbe	l'erba	草	草	عشب	cǎo
environment	lawn		der Rasen	Rase	газон	el pasto, el prado	el césped	a grama	la pelouse, le gazon	il prato	草坪	芝生	مرج اخضر	cǎopíng
environment	field		das Feld		поле	el campo		o campo	le terrain, le champ	il campo	场	原野	حقل، مجال	chǎng
environment	puddle		die Pfütze		лужа	el charco		a poça	la flaque d'eau	la pozza	水坑	水たまり	وحل	shuǐ kēng
environment	rain		der Regen		дождь	la lluvia		a chuva	la pluie	la pioggia	雨	雨	مطر	yǔ
environment	lightning		der Blitz		молния	el rayo		o relâmpago, o raio	l'éclair, la  foudre	il bliz, il fulmine	闪电	稲妻	صاعقة	shǎndiàn
environment	storm, hurricane		der Sturm, der Orkan		шторм, ураган	la tormenta, el huracán		a tempestade, o furacão	la tempête, l'ouragan	la tempesta, l'uragano	风暴，飓风	嵐、ハリケーン	عاصفة، إعصار	fēngbào, jùfēng
environment	flood, high tide		die Überschwemmung, die Flut		наводнение, прилив	la inundación, la marea alta		Inundação, maré alta	le flux, la marée haute	l'alluvione, l'alta marea	洪水	洪水、高潮	الفيضانات، وارتفاع المد والجزر	hóngshuǐ
environment	ebb, low tide		die Ebbe, der Tidefall		отлив	el reflujo, la marea baja		a maré baixa	le reflux, la marée basse	il reflusso, la bassa marea	落潮	引き潮、干潮	الجزر	luòcháo
environment	beehive		der Bienenkorb		улей	la colmena		a colméia	la ruche	l'alveare	蜂箱	蜂の巣（半球状）	خلية نحل	fēngxiāng
environment	honeycomb		die Wabe		соты	el panal		o favo de mel	le rayon de miel	il nido d'ape	蜂窝	蜂の巣	نخروب	fēngwō
environment	rainbow		der Regenbogen		радуга	el arco iris		o arco Iris	l'arc-en-ciel	l'arcobaleno	彩虹	虹	قوس قزح	cǎihóng
environment	fire		das Feuer		огонь	el fuego		o fogo	le feu	il fuoco	火	火、火災	النار	huǒ
environment	sunrise		der Sonnenaufgang	Sunneufgang	восход солнца	la salida del sol		o nascer do sol	le lever du soleil	l'alba, la levata del sole	日出	日の出	شروق الشمس	rì chū
environment	sunset		der Sonnenuntergang	Sunneuntergang	заход солнца	la puesta del sol		o pôr do sol	le coucher du soleil	Il tramonto del sole	日落	日没	غروب الشمس	rì luò
environment	snow		der Schnee		снег	la nieve		a neve	la neige	la neve	雪	雪	ثلج	xuě
environment	desert		die Wüste	Wüeschti	пустыня	el desierto		o deserto	le désert	il deserto	沙漠	砂漠	صحراء	shāmò
environment	city		die Stadt		город	la ciudad		a cidade	la ville	la città	城市	街	المدينة	chéngshì
environment	village		das Dorf		деревня	el pueblo		a aldeia	le village	il villaggio	村	村	قرية	cūn
environment	trash, garbage	rubbish	der Abfall, der Müll		мусор	la basura		o lixo	les ordures, les poubelles	i rifiuti	垃圾	ごみ、ごみ	القمامة، والقمامة	lèsè
verbs	to argue, to quarrel		streiten, argumentieren	striite	спорить, ругаться	discutir, pelearse		discutir, brigar	se disputer, arguer	litigare, argomentare	争论	口喧嘩する	يجادل	zhēnglùn
verbs	to discuss, to talk over		diskutieren, besprechen		обсуждать, дискутировать	discutir, hablar de		discutir, conversar	discuter, débattre	discutere di, parlare di	讨论	話し合う	يناقش	tǎolùn
verbs	to ask		fragen		спрашивать	preguntar		perguntar	poser une question 	chiedere	问，告诉	訊ねる	يسأل	wèn, gàosù
verbs	to bark		bellen		лаять	ladrar		latir	aboyer	abbaiare	狗吠	吠える	ينبح	gǒu fèi
verbs	to be born		auf die Welt kommen	uf dWelt cho	родиться	nacer		nascer	naître	nascere	出生	生まれる	يولد	chūshēng
verbs	to beg		bitten		просить	pedir		implorar	demander	supplicare	请求	物乞いする	يتسول	qǐngqiú
verbs	to believe		glauben		верить	creer		acreditar	croire	credere	相信	信じる	يعتقد	xiāngxìn
verbs	to build		bauen	baue	строить	construir		construir	construire	costruire	建造	建てる	يبني	jiànzào
verbs	to buy		kaufen	chaufe	купить	comprar		comprar	acheter	acquistare	购买	買う	يشتري	gòumǎi
verbs	to sell		verkaufen	verchaufe	продать	vender		vender	vendre	vendere	卖	売る	يبيع	mài
verbs	to calculate		rechnen		считать, вычислять	calcular		calcular	calculer	calcolare	算	計算する	يحسب	suàn
verbs	to call		anrufen	aalüte	звонить	llamar		chamar	téléphoner, appeler	telefonare	打电话	呼び出す	يتصل	dǎ diànhuà
verbs	to carry		tragen		нести, тaщить	llevar		carregar	porter	trasportare	携带	運ぶ	يحمل	xiédài
verbs	to catch		fangen		поймать, ловить	cachar, atrapar	coger	pegar	attraper	raggiunge, acchiappare	抓住	捕まえる	يمسك	zhuā zhù
verbs	to change		sich verändern		измениться	cambiarse		mudar	se changer	cambiare	改变	変わる	يغير	gǎibiàn
verbs	to chat		schwatzen, quatschen		болтать	chatear	charlar	conversar	tchatcher, bavarder	cianciare, chiacchierare	聊天	喋る、チャットする	يدردش	liáotiān
verbs	to chop		hauen, hacken		рубить	talar		picar	trancher	tagliare a pezzi	砍、劈	切り刻む	يقطع	kǎn, pī
verbs	to clean		putzen		убираться	limpiar		limpar	nettoyer	pulire	打扫，清洁	きれいにする	ينظف	dǎsǎo, qīngjié
verbs	to climb		klettern	chlettere	лазить, перелезать	escalar		escalar	grimper, escalader	scalare	爬	登る	يتسلق	pá
verbs	to close		schließen	schlüüsse	закрыть	cerrar		fechar	fermer	chiudere	关闭	閉じる	يغلق	guānbì
verbs	to open		öffnen		открыть	abrir		abrir	ouvrir	aprire	打开	開ける	يفتح	dǎkāi
verbs	to cook		kochen		готовить	cocinar		cozinhar	cuisiner	cucinare	烹调、煮	料理する	يطهو/يطبخ	pēngtiáo, zhǔ
verbs	to comb, to brush		sich kämmen		причёсываться	peinarse		pentear, escovar	se peigner, se coiffer	pettinare, spazzolare	刷, 梳	（櫛で）とかす	يمشط	shuā, shū
